account_id,account_name,industry,plan_tier,seats,churn_flag
A-856b1e,Company_161,Fintech,Basic,19,False
A-17939a,Company_162,Healthtech,Basic,1,False
A-d27f50,Company_163,Cybersecurity,Enterprise,44,False
A-e36807,Company_164,Edtech,Pro,6,False
A-ff79f2,Company_165,Devtools,Basic,8,True
A-5b1bcd,Company_166,Devtools,Pro,73,False
A-71615e,Company_167,Edtech,Basic,15,False
A-794a0b,Company_168,Healthtech,Basic,23,False
A-86902e,Company_169,Healthtech,Enterprise,34,False
A-0532a9,Company_170,Fintech,Pro,19,False
A-9779ad,Company_171,Cybersecurity,Pro,40,True
A-f45426,Company_172,Healthtech,Basic,9,False
A-c1e51e,Company_173,Fintech,Basic,3,False
A-fa3095,Company_174,Fintech,Basic,70,False
A-ad64c6,Company_175,Devtools,Pro,12,False
A-39b19f,Company_176,Fintech,Enterprise,1,False
A-56962b,Company_177,Edtech,Enterprise,163,False
A-e60f9d,Company_178,Fintech,Basic,29,False
A-88c6ca,Company_179,Fintech,Basic,5,True
A-158f4e,Company_180,Fintech,Enterprise,61,False
A-5b051a,Company_181,Cybersecurity,Enterprise,22,False
A-296d7c,Company_182,Devtools,Enterprise,2,False
A-1619f8,Company_183,Devtools,Pro,29,False
A-a1b80b,Company_184,Healthtech,Basic,16,False
A-139c3b,Company_185,Healthtech,Enterprise,10,True
A-702032,Company_186,Healthtech,Pro,28,False
A-7a0d69,Company_187,Devtools,Enterprise,4,True
A-22d9d2,Company_188,Devtools,Pro,8,False
A-b9eed8,Company_189,Cybersecurity,Basic,11,False
A-dfbd31,Company_190,Devtools,Enterprise,14,False
A-8e47ca,Company_191,Healthtech,Pro,19,False
A-4437e4,Company_192,Cybersecurity,Enterprise,3,False
A-779e4e,Company_193,Healthtech,Basic,5,False
A-53f4e3,Company_194,Cybersecurity,Enterprise,13,False
A-692f18,Company_195,Edtech,Basic,5,True
A-13466a,Company_196,Devtools,Basic,2,True
A-1986ca,Company_197,Healthtech,Pro,20,False
A-0cc442,Company_198,Edtech,Basic,45,False
A-c608c8,Company_199,Devtools,Pro,3,True
A-3be56b,Company_200,Healthtech,Pro,3,True
A-354f12,Company_201,Fintech,Pro,1,False
A-68f37c,Company_202,Healthtech,Basic,4,False
A-aa9511,Company_203,Devtools,Pro,23,False
A-af0cd2,Company_204,Cybersecurity,Enterprise,19,False
A-bd4513,Company_205,Devtools,Enterprise,50,False
A-c222ab,Company_206,Cybersecurity,Pro,32,True
A-34d880,Company_207,Cybersecurity,Enterprise,4,False
A-508199,Company_208,Fintech,Basic,19,False
A-f03140,Company_209,Devtools,Pro,27,False
A-410e86,Company_210,Fintech,Basic,24,False
A-fa2041,Company_211,Healthtech,Pro,15,False
A-de58ca,Company_212,Healthtech,Enterprise,15,False
A-05d3b3,Company_213,Devtools,Basic,9,False
A-249769,Company_214,Cybersecurity,Enterprise,4,True
A-e43bf7,Company_215,Cybersecurity,Pro,44,False
A-eb2fdc,Company_216,Devtools,Enterprise,31,True
A-e1462e,Company_217,Fintech,Basic,15,False
A-cab532,Company_218,Devtools,Pro,11,False
A-9123ac,Company_219,Cybersecurity,Pro,9,False
A-6e08f3,Company_220,Cybersecurity,Basic,8,False
A-d922bf,Company_221,Healthtech,Basic,5,True
A-8ed5dd,Company_222,Edtech,Enterprise,5,True
A-7c6b6b,Company_223,Fintech,Basic,6,False
A-3c1a3f,Company_224,Devtools,Pro,1,False
A-b48f73,Company_225,Edtech,Pro,80,False
A-76fa4d,Company_226,Healthtech,Pro,69,False
A-b2af2e,Company_227,Cybersecurity,Enterprise,5,False
A-9bfc9f,Company_228,Devtools,Pro,53,False
A-4ae22a,Company_229,Edtech,Pro,6,True
A-fda07f,Company_230,Cybersecurity,Basic,7,False
A-de24d5,Company_231,Devtools,Enterprise,5,False
A-977ca0,Company_232,Healthtech,Basic,6,True
A-ab438f,Company_233,Cybersecurity,Enterprise,13,True
A-e89151,Company_234,Fintech,Pro,8,True
A-40906c,Company_235,Edtech,Basic,92,False
A-81edc3,Company_236,Cybersecurity,Basic,5,False
A-328bd0,Company_237,Healthtech,Enterprise,18,False
A-b3fe05,Company_238,Cybersecurity,Pro,8,False
A-09540c,Company_239,Cybersecurity,Basic,67,False
A-e693b6,Company_240,Fintech,Enterprise,55,True
A-2446e3,Company_241,Edtech,Pro,27,False
A-241e75,Company_242,Edtech,Enterprise,3,False
A-922109,Company_243,Cybersecurity,Pro,3,False
A-ff3c73,Company_244,Healthtech,Pro,21,False
A-8b0451,Company_245,Fintech,Enterprise,41,False
A-331424,Company_246,Devtools,Basic,11,False
A-51ec1b,Company_247,Devtools,Enterprise,7,False
A-bcf664,Company_248,Devtools,Pro,5,False
A-90a8c8,Company_249,Fintech,Pro,15,False
A-86cdb4,Company_250,Devtools,Basic,2,False
A-4bfa33,Company_251,Cybersecurity,Basic,8,False
A-dbc825,Company_252,Edtech,Enterprise,19,False
A-c70870,Company_253,Cybersecurity,Basic,31,False
A-7c4956,Company_254,Devtools,Enterprise,5,True
A-0651a4,Company_255,Healthtech,Pro,16,False
A-3ce5b8,Company_256,Fintech,Basic,8,True
A-bd4708,Company_257,Fintech,Pro,37,False
A-993085,Company_258,Healthtech,Basic,31,False
A-92a3af,Company_259,Cybersecurity,Enterprise,25,False
A-151c9a,Company_260,Fintech,Enterprise,23,False
A-474ad4,Company_261,Edtech,Basic,8,False
A-4ef964,Company_262,Healthtech,Pro,17,False
A-fd9422,Company_263,Cybersecurity,Pro,58,False
A-0baac2,Company_264,Fintech,Enterprise,14,True
A-bb1486,Company_265,Healthtech,Basic,41,False
A-560d27,Company_266,Devtools,Pro,23,False
A-0b0d6d,Company_267,Devtools,Pro,3,False
A-2789e3,Company_268,Fintech,Enterprise,11,False
A-b07346,Company_269,Healthtech,Pro,51,True
A-902ef7,Company_270,Healthtech,Enterprise,83,True
A-20736a,Company_271,Edtech,Enterprise,50,False
A-e4bf56,Company_272,Healthtech,Pro,17,True
A-cea1f0,Company_273,Fintech,Pro,8,True
A-ef84cf,Company_274,Edtech,Enterprise,8,False
A-d49cc5,Company_275,Cybersecurity,Basic,50,False
A-67be94,Company_276,Edtech,Enterprise,26,False
A-4e960a,Company_277,Fintech,Enterprise,12,True
A-c37cab,Company_278,Cybersecurity,Pro,13,False
A-533452,Company_279,Devtools,Pro,9,False
A-443b7c,Company_280,Cybersecurity,Enterprise,1,True
A-1f7acb,Company_281,Fintech,Basic,64,False
A-f51f16,Company_282,Healthtech,Enterprise,1,False
A-5a3eb9,Company_283,Devtools,Enterprise,18,False
A-5f2961,Company_284,Healthtech,Basic,4,False
A-417d2f,Company_285,Cybersecurity,Pro,4,False
A-e98302,Company_286,Edtech,Enterprise,16,False
A-8bde0c,Company_287,Devtools,Basic,12,False
A-bcf87c,Company_288,Fintech,Pro,10,True
A-54ecc2,Company_289,Cybersecurity,Enterprise,4,False
A-625d0b,Company_290,Edtech,Basic,9,False
A-fce879,Company_291,Edtech,Pro,10,True
A-b07b56,Company_292,Devtools,Pro,25,True
A-6da850,Company_293,Fintech,Pro,5,False
A-342303,Company_294,Edtech,Pro,1,False
A-e7a1e2,Company_295,Cybersecurity,Enterprise,3,False
A-f1f639,Company_296,Edtech,Basic,2,False
A-a865bd,Company_297,Cybersecurity,Pro,38,False
A-4e631b,Company_298,Fintech,Enterprise,22,False
A-7f6b86,Company_299,Healthtech,Basic,45,True
A-8adedc,Company_300,Edtech,Basic,4,True
A-2edab2,Company_301,Healthtech,Enterprise,17,False
A-149a69,Company_302,Devtools,Basic,34,False
A-a6d261,Company_303,Fintech,Pro,9,False
A-443f6f,Company_304,Cybersecurity,Basic,19,False
A-202b67,Company_305,Healthtech,Pro,11,False
A-00bed1,Company_306,Cybersecurity,Basic,28,False
A-ffc04f,Company_307,Edtech,Pro,13,False
A-65c341,Company_308,Fintech,Pro,11,False
A-dcc2f0,Company_309,Fintech,Basic,15,False
A-ced9aa,Company_310,Devtools,Enterprise,3,False
A-3d957b,Company_311,Healthtech,Pro,14,False
A-89ee83,Company_312,Cybersecurity,Pro,1,True
A-883b7d,Company_313,Cybersecurity,Basic,17,False
A-dcc3f1,Company_314,Healthtech,Pro,21,False
A-c62e55,Company_315,Edtech,Basic,1,False
A-e4144b,Company_316,Edtech,Pro,41,False
A-e40f45,Company_317,Healthtech,Pro,21,False
A-96215d,Company_318,Fintech,Enterprise,10,False
A-2b9d3e,Company_319,Edtech,Enterprise,1,False
A-b7724f,Company_320,Healthtech,Basic,1,False
A-310452,Company_321,Devtools,Enterprise,9,False
A-eb1312,Company_322,Fintech,Pro,25,False
A-df1e44,Company_323,Cybersecurity,Enterprise,12,False
A-6a7c9d,Company_324,Cybersecurity,Enterprise,26,True
A-cbd1a3,Company_325,Devtools,Basic,6,True
A-a8d89d,Company_326,Edtech,Pro,13,False
A-600734,Company_327,Devtools,Pro,29,True
A-86fc1d,Company_328,Devtools,Basic,26,False
A-78f02b,Company_329,Healthtech,Enterprise,11,False
A-acb7f7,Company_330,Edtech,Basic,32,False
A-712f1c,Company_331,Devtools,Basic,17,True
A-3793ee,Company_332,Cybersecurity,Enterprise,49,False
A-9a532a,Company_333,Healthtech,Enterprise,11,False
A-2ebb4b,Company_334,Healthtech,Basic,41,False
A-6843f2,Company_335,Healthtech,Enterprise,21,False
A-c9bb3e,Company_336,Edtech,Pro,5,False
A-4814a3,Company_337,Cybersecurity,Basic,87,True
A-b7b7b7,Company_338,Fintech,Basic,24,True
A-ccc747,Company_339,Healthtech,Pro,16,True
A-bb3bd4,Company_340,Healthtech,Basic,23,False
A-09316c,Company_341,Fintech,Enterprise,70,False
A-96bbc6,Company_342,Cybersecurity,Enterprise,39,False
A-bc4d48,Company_343,Edtech,Pro,35,False
A-b30291,Company_344,Healthtech,Basic,5,True
A-cdf020,Company_345,Devtools,Pro,23,False
A-e6afc1,Company_346,Devtools,Pro,1,False
A-e3bd71,Company_347,Cybersecurity,Basic,31,False
A-b179bf,Company_348,Cybersecurity,Basic,43,False
A-098560,Company_349,Devtools,Enterprise,1,True
A-82861f,Company_350,Devtools,Basic,41,False
A-94c3cd,Company_351,Fintech,Enterprise,32,False
A-a33200,Company_352,Healthtech,Basic,29,False
A-034368,Company_353,Edtech,Enterprise,19,False
A-b54c01,Company_354,Devtools,Enterprise,29,False
A-d82ef9,Company_355,Edtech,Basic,26,True
A-bb2f49,Company_356,Cybersecurity,Pro,8,False
A-1f559b,Company_357,Healthtech,Enterprise,5,True
A-5a215a,Company_358,Edtech,Enterprise,87,False
A-3f9cc0,Company_359,Healthtech,Basic,22,False
A-f9cc74,Company_360,Devtools,Enterprise,30,False
A-ed510f,Company_361,Cybersecurity,Basic,42,False
A-5c9849,Company_362,Edtech,Basic,19,False
A-a7bd4b,Company_363,Cybersecurity,Enterprise,5,False
A-d4ac0e,Company_364,Devtools,Basic,18,False
A-ffdfd5,Company_365,Edtech,Basic,3,True
A-0dbdc6,Company_366,Cybersecurity,Pro,30,True
A-7cfe77,Company_367,Devtools,Pro,69,False
A-1f0636,Company_368,Edtech,Pro,105,False
A-40de06,Company_369,Cybersecurity,Enterprise,28,True
A-cb5333,Company_370,Devtools,Pro,33,False
A-309e54,Company_371,Devtools,Pro,15,False
A-6e7827,Company_372,Devtools,Basic,1,False
A-50bb9f,Company_373,Cybersecurity,Pro,2,False
A-5fe118,Company_374,Cybersecurity,Enterprise,39,False
A-5247b3,Company_375,Fintech,Pro,16,False
A-f44180,Company_376,Cybersecurity,Pro,9,False
A-c16cf7,Company_377,Edtech,Pro,13,False
A-d42431,Company_378,Fintech,Enterprise,22,False
A-6965e1,Company_379,Devtools,Basic,13,False
A-0354fe,Company_380,Cybersecurity,Basic,34,False
A-0a62f5,Company_381,Fintech,Pro,16,False
A-f5641b,Company_382,Edtech,Pro,31,False
A-b44e3e,Company_383,Cybersecurity,Basic,40,False
A-3b37d9,Company_384,Fintech,Enterprise,23,False
A-54d94a,Company_385,Cybersecurity,Basic,27,False
A-7f29a7,Company_386,Cybersecurity,Basic,41,False
A-089363,Company_387,Fintech,Basic,2,False
A-524364,Company_388,Devtools,Enterprise,3,False
A-855a48,Company_389,Edtech,Pro,14,False
A-756192,Company_390,Fintech,Basic,19,False
A-49b828,Company_391,Fintech,Pro,6,False
A-c7ffc2,Company_392,Cybersecurity,Pro,30,False
A-751c58,Company_393,Fintech,Basic,15,False
A-72799b,Company_394,Devtools,Enterprise,20,True
A-812c5b,Company_395,Devtools,Basic,55,True
A-69b156,Company_396,Edtech,Pro,7,True
A-075038,Company_397,Healthtech,Basic,17,False
A-940b8b,Company_398,Healthtech,Basic,1,False
A-2d1036,Company_399,Fintech,Pro,69,True
A-0f6450,Company_400,Fintech,Pro,28,True
A-9affe6,Company_401,Cybersecurity,Pro,7,False
A-80eeb6,Company_402,Cybersecurity,Enterprise,22,False
A-d4e0d4,Company_403,Fintech,Basic,117,False
A-c7e58b,Company_404,Healthtech,Pro,3,False
A-016043,Company_405,Edtech,Basic,4,False
A-bbe56f,Company_406,Healthtech,Enterprise,21,False
A-7c5768,Company_407,Healthtech,Enterprise,3,False
A-751bd4,Company_408,Cybersecurity,Pro,10,False
A-4e0e85,Company_409,Devtools,Enterprise,6,False
A-ad3abd,Company_410,Fintech,Pro,44,False
A-e19ff6,Company_411,Cybersecurity,Enterprise,1,False
A-7920cc,Company_412,Cybersecurity,Pro,39,False
A-5a92e7,Company_413,Healthtech,Pro,4,False
A-fdfc91,Company_414,Cybersecurity,Basic,29,False
A-1e50e0,Company_415,Cybersecurity,Pro,19,True
A-1e1b80,Company_416,Fintech,Enterprise,50,False
A-659280,Company_417,Fintech,Enterprise,13,True
A-f6b2fb,Company_418,Devtools,Basic,23,False
A-cb6cc6,Company_419,Devtools,Basic,13,False
A-d62e02,Company_420,Cybersecurity,Pro,6,False
A-d535f6,Company_421,Devtools,Basic,12,True
A-39868b,Company_422,Fintech,Pro,9,False
A-3cc791,Company_423,Edtech,Enterprise,6,False
A-337bc1,Company_424,Cybersecurity,Pro,30,False
A-58b9ff,Company_425,Devtools,Enterprise,2,False
A-bf7919,Company_426,Healthtech,Pro,3,False
A-1d5444,Company_427,Cybersecurity,Basic,24,True
A-0f3e88,Company_428,Healthtech,Basic,7,True
A-7641d3,Company_429,Edtech,Pro,8,True
A-cd458b,Company_430,Devtools,Basic,10,False
A-c16b88,Company_431,Healthtech,Enterprise,23,False
A-59f724,Company_432,Healthtech,Enterprise,3,False
A-87aa7b,Company_433,Healthtech,Pro,24,False
A-1e6fc3,Company_434,Edtech,Pro,1,False
A-39ddf4,Company_435,Edtech,Enterprise,40,False
A-34ea2f,Company_436,Healthtech,Enterprise,8,True
A-716841,Company_437,Fintech,Pro,45,False
A-558c72,Company_438,Fintech,Basic,12,False
A-b11cd0,Company_439,Devtools,Pro,26,True
A-cc1d8d,Company_440,Fintech,Pro,5,False
A-7f4db3,Company_441,Fintech,Pro,4,False
A-db5e9e,Company_442,Devtools,Basic,4,False
A-cc102e,Company_443,Healthtech,Enterprise,13,False
A-82d8a6,Company_444,Cybersecurity,Basic,5,False
A-dec005,Company_445,Healthtech,Pro,21,False
A-5790f4,Company_446,Fintech,Pro,1,False
A-7c83a1,Company_447,Cybersecurity,Pro,12,False
A-297a2d,Company_448,Healthtech,Pro,27,False
A-4c56c9,Company_449,Fintech,Enterprise,9,True
A-cbbe12,Company_450,Cybersecurity,Enterprise,40,False
A-4a267b,Company_451,Fintech,Pro,25,False
A-bcbe98,Company_452,Cybersecurity,Enterprise,46,False
A-427b69,Company_453,Fintech,Basic,17,False
A-0be015,Company_454,Fintech,Pro,19,False
A-054577,Company_455,Edtech,Basic,2,False
A-bc87bc,Company_456,Fintech,Pro,3,False
A-0f7d77,Company_457,Fintech,Pro,3,False
A-e7beab,Company_458,Edtech,Enterprise,5,False
A-a09355,Company_459,Fintech,Basic,14,False
A-31ab9a,Company_460,Fintech,Pro,3,False
A-0158bb,Company_461,Fintech,Basic,5,False
A-f19b24,Company_462,Cybersecurity,Pro,29,False
A-798a3f,Company_463,Devtools,Enterprise,12,True
A-42b791,Company_464,Fintech,Pro,3,False
A-068fc6,Company_465,Edtech,Enterprise,35,False
A-6f50ae,Company_466,Fintech,Pro,19,True
A-a2485e,Company_467,Fintech,Pro,3,False
A-bb1eaa,Company_468,Cybersecurity,Basic,21,False
A-cc98bc,Company_469,Devtools,Basic,32,False
A-d77f4c,Company_470,Devtools,Pro,4,False
A-ccabf0,Company_471,Healthtech,Pro,1,False
A-700ade,Company_472,Cybersecurity,Enterprise,1,False
A-4a4c2d,Company_473,Devtools,Enterprise,54,False
A-b7ef83,Company_474,Cybersecurity,Pro,1,False
A-e08cd3,Company_475,Fintech,Pro,67,False
A-19b2c8,Company_476,Devtools,Pro,20,False
A-970c97,Company_477,Healthtech,Enterprise,14,False
A-6dee43,Company_478,Fintech,Basic,3,False
A-5ed98d,Company_479,Devtools,Basic,24,False
A-c58f49,Company_480,Edtech,Enterprise,70,False
A-9c18c4,Company_481,Healthtech,Pro,11,True
A-cc8c8f,Company_482,Devtools,Enterprise,23,False
A-5f7781,Company_483,Devtools,Pro,22,False
A-e1b9cd,Company_484,Devtools,Pro,40,True
A-ac85cd,Company_485,Edtech,Enterprise,53,False
A-d792a6,Company_486,Devtools,Enterprise,4,False
A-ac9111,Company_487,Healthtech,Pro,21,False
A-18793f,Company_488,Edtech,Basic,148,False
A-9f0b68,Company_489,Edtech,Basic,10,False
A-d3c88e,Company_490,Devtools,Pro,16,False
A-ccb686,Company_491,Devtools,Basic,10,False
A-118f1c,Company_492,Cybersecurity,Pro,32,False
A-0e966d,Company_493,Fintech,Basic,11,True
A-b9f5b1,Company_494,Cybersecurity,Pro,15,False
A-8ae3fc,Company_495,Devtools,Pro,9,False
A-55f257,Company_496,Fintech,Basic,9,False
A-d26ab4,Company_497,Devtools,Basic,9,True
A-712533,Company_498,Edtech,Pro,18,False
A-781cc0,Company_499,Edtech,Pro,12,False
